name,country,city,businessType
UDRUGE ODRAZ-ODRZIVI RAZVOJ ZAJEDNICE,Croatia,ZAGREB,Other
SVEUCILISTE U ZAGREBU SVEUCILISNI RACUNSKI CENTAR,Croatia,ZAGREB,Other
EKO KVARNER ORGANIZATION,Croatia,NJIVICE,Other
"MI-PLAST DOO ZA PROIZVODNJU, TRGOVINU I PRUZANJE USLUGA",Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
KONCAR - INZENJERING ZA ENERGETIKUI TRANSPORT DD,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
REGIONALNA AGENCIJA DUNEA,Croatia,DUBROVNIK,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
SVEUCILISTE U DUBROVNIKU,Croatia,DUBROVNIK,Higher or Secondary Education Establishments
SVEUCILISTE U ZAGREBU - GEODETSKI FAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
ALVEUS DOO ZA SAVJETOVANJE I INZENJERING,Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
DOK-ING DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA INZENJERING I UNUTARNJU I VANJSKU TRGOVINU,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"Ministry of Economy, Entrepreneurship and Crafts",Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"SVEUCILISTE U SPLITU, FAKULTET ELEKTROTEHNIKE, STROJARSTVA I BRODOGRADNJE",Croatia,SPLIT,Higher or Secondary Education Establishments
AMPHINICY DOO ZA RACUNALNE AKTIVNOSTI I ZASTUPANJE,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"AGRIVI DOO ZA PROIZVODNJU, TRGOVINU I USLUGE",Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
REGIONALNA RAZVOJNA AGENCIJA MEDIMURJE REDEA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA REGIONALNI RAZVOJ I POSLOVNE USLUGE,Croatia,CAKOVEC,Other
JAVNA USTANOVA ZA RAZVOJ MEDIMURSKEZUPANIJE REDEA,Croatia,CAKOVEC,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
FOND ZA ZASTITU OKOLISA I ENERGETSKU UCINKOVITOST,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"STEP RI ZNANSTVENO - TEHNOLOGIJSKIPARK SVEUCILISTA U RIJECI, DRUZBA ZOMEJENO ODGOVORNOSTJO ZA INOVACIJEI TRANSFER TEHNOLOGIJE",Croatia,RIJEKA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
